Código (SKU);Descrição;Preço;URL imagem externa 1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009166;Cpu Gamer Core I5 13ª Ger 16gb Ssd 500 Rtx 2060 6gb 500w;6188;https://http2.mlstatic.com/D_765119-MLB54365001338_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009167;Cpu Gamer Core I5 13ª Ger 32gb Ssd 500 Rtx 2060 6gb 500w;6410;https://http2.mlstatic.com/D_871010-MLB54363766399_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009168;Cpu Gamer Core I5 13ª Ger 32gb Ssd Nvme 1t Rtx 2060 6gb 500w;6811;https://http2.mlstatic.com/D_652252-MLB54365310038_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009169;Pc Gamer I9 13900k 32gb Ddr5 6000mhz Hssd 1tb  Fonte 1000w;13090;https://http2.mlstatic.com/D_980685-MLB54201549130_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009170;Pc Servidor Cpu I5 12400 12ª 32g Ssd 1tb + Hd 1tb 600w + Win;5570;https://http2.mlstatic.com/D_728624-MLB49534630844_032022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009171;Cpu Gamer I9 10900 10º Ger Mem 64 Gb Nvme 1t Rtx 3060 12g Nf;10729;https://http2.mlstatic.com/D_905785-MLB52396907992_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009173;Pc Desktop Cpu  I7 13700k 13ª Ger Z790 32g Ddr5 Ssd 1t 750w;8899;https://http2.mlstatic.com/D_774337-MLB52752323408_122022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009174;Pc Gamer Amd Ryzen 7 5700x 32gb Ddr4 Ssd 240gb Rtx 3060;6999;https://http2.mlstatic.com/D_632179-MLB54583989556_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009175;Pc Dell Optiplex 7040 I5-6500 480gb Ssd 16gb Ddr4;1999;https://http2.mlstatic.com/D_630186-MLB54584482766_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009176;Pc Gamer Ryzen 7 5800x Water 240mm 16gb Ssd 500gb Gtx 1650;5894;https://http2.mlstatic.com/D_814119-MLB54641948300_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009177;Pc Gamer Ryzen 7 5800x Water 240mm 32gb Ssd 500gb Gtx 1650;7359;https://http2.mlstatic.com/D_814119-MLB54641948300_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009178;Pc Gamer Ryzen 7 5800x Water 240mm 64gb Ssd 500gb Gtx1650 4g;6924;https://http2.mlstatic.com/D_814119-MLB54641948300_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009179;Pc Gamer Ryzen 7 5800x Water 240mm 32gb Ssd 1tb Gtx 1650;6698;https://http2.mlstatic.com/D_851967-MLB54639345387_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009180;Pc Gamer Amd Ryzen 9 7900x X670e 32gb Nvme 1t Rtx 4070ti 12g;18462;https://http2.mlstatic.com/D_913293-MLB54781910945_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009181;Pc Desktop Cpu 12ª Geração I7 12700f Ssd 500gb Rtx3050 8g;7849;https://http2.mlstatic.com/D_729013-MLB68846688662_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009182;Pc Servidor 13ª Ger I9 13900k 360mm Z790 16gb Ddr5 Nvme 1tb;10393;https://http2.mlstatic.com/D_821608-MLB54877197605_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009185;Pc Servidor Intel I5 6ªgeração,memoria 16g,ssd 480,wifi;1799;https://http2.mlstatic.com/D_904916-MLB68860765308_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009186;Pc Desktop Cpu 12ª Geração I7 12700f 32gb Ssd 480gb S/ Video;5697,6;https://http2.mlstatic.com/D_968446-MLB50998525092_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009188;Cpu Pc Servidor Hp Elite Desk Intel I5 6600 6ª 16gb 480gb;2230;https://http2.mlstatic.com/D_688992-MLB52350936492_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009189;Pc Computador Gamer Intel Core I5 Ssd 240gb 8g Gf Gt 730 2gb;1837;https://http2.mlstatic.com/D_734943-MLB54963846944_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009190;Pc Computador Gamer Intel Core I5 Ssd 240gb 16g Gf Gt730 2gb;1833;https://http2.mlstatic.com/D_734943-MLB54963846944_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009191;Pc Computador Gamer Intel Core I5 Ssd 480gb 8g Gf Gt 730 2gb;1817;https://http2.mlstatic.com/D_734943-MLB54963846944_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009192;Pc Gamer I9 13900k 128gb Ddr5 Nvme 2tb Rtx 4090 Fonte 1500w;35807;https://http2.mlstatic.com/D_765803-MLB69637582005_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009193;Pc Computador Cpu I5 10400f 10ª 32gb Ddr4 Ssd 1tgb Gtx1650;7750;https://http2.mlstatic.com/D_968211-MLB51025046464_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009194;Computador Cpu Escritorio Core I5 Mem 8gb Ssd 240 Wifi;879;https://http2.mlstatic.com/D_737904-MLB69058393821_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009195;Computador Cpu Escritorio Core I5 Mem 8gb Ssd 480 Wifi;989;https://http2.mlstatic.com/D_818835-MLB69058467901_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009196;Computador Cpu Escritorio Core I5 Mem16gb Ssd 480 Wifi;1089;https://http2.mlstatic.com/D_634184-MLB54363890243_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009197;Cpu Gamer Core I5 13ª Geração 32gb Ssd 480g Gtx 1650 4g 500w;5057;https://http2.mlstatic.com/D_997060-MLB54363890239_032023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009198;Pc Gamer Cpu 12ª Geração I7 12700f 16gb Ssd 500g Rtx4070 12g;10769;https://http2.mlstatic.com/D_968446-MLB50998525092_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009199;Pc Gamer Cpu 12ª Geração I7 12700f 32gb Ssd 500g Rtx4070 12g;10439;https://http2.mlstatic.com/D_968446-MLB50998525092_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009200;Pc Gamer Cpu 12ª Geração I7 12700f 32gb Ssd 1tb Rtx4070 12g;10625;https://http2.mlstatic.com/D_968446-MLB50998525092_082022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009201;Cpu Gamer I9 10900 10ºger Mem 16 Gb Nvme 500 Rtx 4070 12g Nf;11507;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009202;Cpu Gamer I9 10900 10ºger Mem 32gb Nvme 500 Rtx 4070 12g Nf;11121;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009203;Cpu Gamer I9 10900 10ºger Mem 32gb Ssd 1tb Rtx 4070 12g Nf;11907;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009204;Cpu Gamer I9 10900 10ºger Mem 64gb Ssd 1tb Rtx 4070 12g Nf;12207;https://http2.mlstatic.com/D_737420-MLB69480655742_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009205;Cpu Gamer I7 10700f 10ºger Mem 16 Gb Ssd 500 Rtx 4070 12g Nf;10059;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009206;Cpu Gamer I7 10700f 10ºger Mem 32 Gb Ssd 500 Rtx 4070 12g Nf;10308;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009207;Cpu Gamer I7 10700f 10ºger Mem 64 Gb Ssd 500 Rtx 4070 12g Nf;10558;https://http2.mlstatic.com/D_780337-MLB69099042611_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009208-1;Notebook Hp I5 6ª Geração 8gb Ssd 240gb Windows 10 Pro + Nf - Prateado;1699;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009209-1;Ssd 2tb Crucial Ct2000bx500ssd1 2tb;929;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009210;Disco Rígido Interno Western Digital Wd Purple Pro Wd121purp 12tb + Disco Rígido Interno Western Digital Wd Purple Wd63p;3153,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009213;Kit Intel I7 13700k 13ª Asrock Z790 Lightning 64g Ddr5 Rgb Cor Preto;6335;https://http2.mlstatic.com/D_942390-MLU69934896149_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009214;Kit Intel I7 13700k 13ª Asrock Z790 Lightning 64g Ddr5 Rgb Cor Preto;6049,23;https://http2.mlstatic.com/D_942390-MLU69934896149_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009215;Pc Gamer Intel I9 11900f 11ªger Mem 16g Ssd 1tb Gtx 1650 4g;6029;https://http2.mlstatic.com/D_697405-MLB70722626387_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009216;Pc Gamer Intel I9 11900f 11ªger Mem 32g Ssd 1tb Gtx 1650 4g;6281;https://http2.mlstatic.com/D_844271-MLB70722632357_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009217;Pc Gamer Intel I9 11900f 11ªger Mem 32g Ssd 1tb Rtx 3050 8g;7629;https://http2.mlstatic.com/D_953486-MLB52396986195_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009218;Pc Gamer Intel I9 11900f 11ª Mem 64g Ssd 1tb Rtx 3050 8g;7549;https://http2.mlstatic.com/D_953486-MLB52396986195_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009223;Cpu Dell Optiplex 3050 Mini Core I5 7ª Mem 8gb Ddr4 Ssd 240;2079;https://http2.mlstatic.com/D_993506-MLB69396607216_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009224;Kit Intel I7 13700k 13ª Biostar B660mx - Preto;4229;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009226;Cpu Dell I5 3050 7ª Ger 8gb Ddr4 Ssd240gb Hdmi W10 Pro Wifi - bivolt;1789;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009227;Cpu Dell I5 3050 7ª Ger 16g Ddr4 Ssd240gb Hdmi W10 Pro Wifi - bivolt;1899;https://http2.mlstatic.com/D_754013-MLU73866415910_012024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009228;Cpu Dell I5 3050 7ª Ger 16g Ddr4 Ssd480gb Hdmi W10 Pro Wifi - bivolt;2199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009229;Cpu Mini Dell I5 3050 7ª Ger 8gb Ddr4 Ssd240gb W10 Pro Wifi Bivolt;2399;https://http2.mlstatic.com/D_943941-MLU73068732301_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009232;Pc Gamer I9 13900k 13ª Ger B660 32gb Nvme 2tb Rtx 3060 12g;12399;https://http2.mlstatic.com/D_993034-MLB69440107917_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009233;Pc Gamer Intel I9 11900f 11ª Mem 64g Ssd 2tb Rtx 3050 8g;7999;https://http2.mlstatic.com/D_618893-MLB69209932019_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009234;Pc Gamer Ryzen7 5800x Mem 32gb Nvme 1tb Rtx 3060;9599;https://http2.mlstatic.com/D_925039-MLB69483681660_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009236;Placa Mãe B75/h61 Ddr3 Lga1155- I3-i5-i7 -2-3 Ger;835;https://http2.mlstatic.com/D_628137-MLB52186647012_102022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009237;Cpu Gamer I9 10900 10º Ger Mem 128gb Ssd 2 Tb;10939;https://http2.mlstatic.com/D_934473-MLB52396818869_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009238;Pc Servidor Cpu I5 12400 32g Ssd 1tb + Placa De Rede Gigabit;3738;https://http2.mlstatic.com/D_980451-MLB49535741245_032022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009239;Cpu Gamer I9 13900 /h610 /ssd 1tb /32gb C/nfe;7869;https://http2.mlstatic.com/D_773189-MLB69696396578_052023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009240;Pc I7 13700k 13ª Ger Z790 32g Ddr5 Ssd 1t 750w Gtx 1650 4gb;7983,85;https://http2.mlstatic.com/D_774337-MLB52752323408_122022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009243;Cpu Dell Vostro 3470 Core I7 8700 4.6ghz 8gb 240gb Ssd + Nf;2564;https://http2.mlstatic.com/D_956773-MLB69903481483_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009244;Cpu Dell Vostro 3470 Core I7 8700 4.6ghz 16gb Ssd480gb + Nf;2754;https://http2.mlstatic.com/D_956773-MLB69903481483_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009245;Cpu Dell Vostro Core I7 7ªger 4.2ghz 8gb 240gb Ssd + Nf;2554;https://http2.mlstatic.com/D_956773-MLB69903481483_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009246;Cpu Dell Vostro Core I7 7ªger 4.2ghz 16gb 480gb Ssd + Nf;2744;https://http2.mlstatic.com/D_956773-MLB69903481483_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009247;Cpu Dell Vostro Core I7 7ªger 4.2ghz 16gb 1tb Ssd + Nf;2437,69;https://http2.mlstatic.com/D_956773-MLB69903481483_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009248;Pc Computador Lenovo Thinkcentre M900 I7-6º 8gb Ssd 120g +nf;1989;https://http2.mlstatic.com/D_912840-MLB69965412609_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009249;Fone de Ouvido (Headset) Dell WH1022;329;https://http2.mlstatic.com/D_715308-MLU73288807223_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009250;Mouse (Indicador) Optico Dell MS116, Conexao USB, EAN Code 5397063745531;116;https://http2.mlstatic.com/D_909828-MLU73424455009_122023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009251;Maleta Dell Pro Slim Briefcase 15   Para Notebook + Nf;153,08;https://http2.mlstatic.com/D_636631-MLB69981005372_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009253;Pc Gamer 13ª Ger I7 13700f B760 32gb Ddr5 Ssd 1tb Rtx 3060;9629;https://http2.mlstatic.com/D_899802-MLB70019939778_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009254;Pc Gamer Intel I9 11900f 11 Ger Mem 64g Nvme500 Rtx 4070 12g;13799;https://http2.mlstatic.com/D_723619-MLB70098850511_062023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009255;Pc Servidor Intel Core I9 9900 Mem 32gb Ssd 1tb + Nf;4036,92;https://http2.mlstatic.com/D_648162-MLB49352805875_032022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009257;Mini Pc Hp Elitedesk 800 G3;1639;https://http2.mlstatic.com/D_943477-MLA29019642056_122018-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009258;Mini Pc Hp Core I5 7º Ger. Mem 8gb Ssd 240gb Wifi - 110V/220V BIVOLT;1799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009258-1;Mini Pc Hp Elitedesk 800 G3;2229;https://http2.mlstatic.com/D_943477-MLA29019642056_122018-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009258-2;Mini Pc Hp Elitedesk 800 G3;2139;https://http2.mlstatic.com/D_943477-MLA29019642056_122018-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009259;Pc Gamer 13ª Geração I9 13900k 32gb Nvme 1tb Rtx 4080 16gb;26399;https://http2.mlstatic.com/D_923967-MLB68860136715_042023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009260;Pc Gamer Cpu Computador I5 8gb, Ssd 240gb, Placa Vídeo 2gb;1059;https://http2.mlstatic.com/D_675905-MLB70279534112_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009261;Pc Desktop Cpu 12ª Geração I5 12400f Ssd 240gb Gt610 2gb;2919;https://http2.mlstatic.com/D_900693-MLB70302420333_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009262;Pc Servidor Cpu I7 12700 12ª Geração 16g Ssd 480 500w Real;4159;https://http2.mlstatic.com/D_872113-MLB70302781957_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009263;Desktop Dell Core I5 8 Geração 8gb Ddr4 Ssd 240gb;1999;https://http2.mlstatic.com/D_686906-MLB70283553246_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009263-1;Desktop Dell 3060 Core I5 8 Geração 8gb Ddr4 Ssd 240gb;1214,62;https://http2.mlstatic.com/D_883831-MLB70306590983_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009264;Desktop Dell 3060 Core I5 8 Geração 16gb Ddr4 Ssd 240gb;2059;https://http2.mlstatic.com/D_695580-MLB70306629185_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009265;Kit Intel Core I5 13600k 13ª + Gigabyte Z790 D5 + 64gb Dd5  Cor Preto;9040;https://http2.mlstatic.com/D_924833-MLU70634033828_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009266;Kit Intel I5 3470 + Placa B75 1155 + 16gb Ddr3+cooler Lga Cor Preto;600;https://http2.mlstatic.com/D_842855-MLU70498670008_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009268;Kit Intel I5 3470 + Placa B75 1155 + 16gb Ddr3+cooler Lga Cor Preto;570;https://http2.mlstatic.com/D_842855-MLU70498670008_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009269;Placa Mãe Asus B760-plus Wifi D4+ Intel I7 13700k+ 32gb Rgb - Preto;5750;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009270;Placa Mãe Asus B760-plus Wifi D4+ Intel I7 13700k+ 64gb Rgb - Preto;6345;https://http2.mlstatic.com/D_998766-MLU71545651760_092023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009271;Placa Mãe Asus B760-plus Wifi D4+ Intel I7 13700f+ 64gb Rgb Cor Preto;6085,99;https://http2.mlstatic.com/D_998766-MLU71545651760_092023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009272;Placa Mãe Asus B760-plus Wifi D4+ Intel I7 13700f+ 64gb Rgb Cor Preto;4493,85;https://http2.mlstatic.com/D_998766-MLU71545651760_092023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009273;Sistema Wi-fi Mesh Huawei Wifi Mesh 3 Ws8100 Branco 100v/240v;1238,46;https://http2.mlstatic.com/D_650554-MLU72894845016_112023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009275;Placa Mãe Asus B760-plus Wifi D4+ Intel I7 13700f+ 32gb Rgb - Preto;5249;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009276;Placa Mãe Asus B760-plus Wifi D4+ Intel I9 13900+ 32gb Rgb - Preto;7063;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009277;Placa Mãe Asus B760-plus Wifi D4+ Intel I9 13900+ 64gb Rgb - Preto;7656;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009280;Computador 6º Ger. Core I 3 6100 Ssd 240gb  8gb Ddr4 Wifi;1069;https://http2.mlstatic.com/D_839196-MLB70459851433_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009281;Notebook Lenovo Thinkpad T480 Core I5 8350u 16gb Ssd 500gb - Preto;2279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009283;Mini Pc Lenovo Tiny M70q Com Windows 10 Pro,  Intel Core I5-10400t, Placa Gráfica  Intel Uhd Graphics 630, Memória Ram D;2699;https://http2.mlstatic.com/D_953035-MLA51539250803_092022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009284;Processador Intel Core I5-8500 Cm8068403362607  De 6 Núcleos E  4.1ghz De Frequência Com Gráfica Integrada;597,69;https://http2.mlstatic.com/D_763483-MLA48892662671_012022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009285;Pc Gamer  Intel Core I9 9900 Mem 64gb Ssd 480 Video 3060 12g;7599;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009286;Cpu Mini Optiplex Dell 7070 Core I5 9500 9ª 8gb Ssd 256gb - 110V/220V;2179;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009288;Cpu Mini Optiplex Dell 7070 Core I5 9500 9ª 16gb Ssd 480gb - 110V/220V;2259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009290;Mini Dell Optiplex 7050 8gb 120ssd I5 6ª Geração 110v/220v;1929;https://http2.mlstatic.com/D_698263-MLU74388700263_022024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009291;Mini  Dell Optiplex 7050 8gb 240ssd I5 6ª Geração - 110V/220V;1799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009292;Mini  Dell Optiplex 7050 16gb 240ssd I5 6ª Geração - 110V/220V;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009295;Kit Cpu Mini Optiplex Dell 7070+mouse Dell +teclado Dell 110v;1837,69;https://http2.mlstatic.com/D_805324-MLU70809043083_082023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009295-1;Kit Cpu Mini Optiplex Dell 3050+mouse Dell +teclado Dell 110v;2175;https://http2.mlstatic.com/D_984958-MLU72009754162_102023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009296;Pc Gamer Cpu Computador I5 8gb, Ssd 240gb, Placa Vídeo 2gb;960,77;https://http2.mlstatic.com/D_913131-MLB70717810921_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009297;Pc Gamer Cpu Computador I5 16gb, Ssd 240gb, Placa Vídeo 2gb;1339;https://http2.mlstatic.com/D_867143-MLB70717982549_072023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009298;Pc Servidor 13ª Ger I9 13900k Z690 64gb Ddr5 Nvme 1tb +nf;10276,15;https://http2.mlstatic.com/D_921869-MLB52465076627_112022-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009300;Computador Cpu Pc I5 8° Geração 32gb Ssd1tb Win10pro Wifi;1538,46;https://http2.mlstatic.com/D_616732-MLB70807703852_082023-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009301;Mini Pc Lenovo Thinkcentre M920q I5 9th Gen 16gb Ssd 240gb 110v/220v;1745,38;https://http2.mlstatic.com/D_614015-MLU74332201186_022024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0009302;Mini Pc Lenovo Thinkcentre M920q I5 9th Gen 16gb Ssd 240gb 110v/220v;2269;https://http2.mlstatic.com/D_614015-MLU74332201186_022024-O.jpg;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
